date,pm25,pm10,no2,so2,co
2015/10/3, 24, 10, 1, 2, 
2015/10/4, 22, 15, 4, 2, 
2015/10/5, 27, 11, 5, 2, 
2015/10/6, 29, 10, 4, 2, 
2015/10/7, 24, 12, 6, 2, 
2015/10/8, 29, 10, 8, 2, 
2015/10/9, 28, 9, 3, 2, 
2015/10/10, 22, 10, 6, 2, 
2015/10/11, 25, 9, 4, 2, 
2015/10/12, 20, 17, 9, 2, 
2015/10/13, 35, 11, 7, 2, 
2015/10/14, 28, 17, 5, 2, 
2015/10/15, 27, 17, 3, 2, 
2015/10/16, 29, 13, 1, 2, 
2015/10/17, 25, 15, 3, 2, 
2015/10/18, 28, 8, 6, 2, 
2015/10/19, 20, 10, 3, 2, 
2015/10/20, 23, 10, 6, 2, 
2015/10/21, 25, 8, 5, 2, 
2015/10/22, 19, 9, 3, 2, 
2015/10/23, 25, 11, 3, 2, 
2015/10/24, 37, 8, 4, 2, 
2015/10/25, 26, 26, 11, 2, 
2015/10/26, 63, 24, 8, 2, 
2015/10/27, 52, 7, 2, 2, 
2015/10/28, 20, 10, 1, 2, 
2015/10/29, 26, 14, 3, 2, 
2015/10/30, 27, 15, 8, 2, 
2015/10/31, 34, 14, 1, 2, 
2015/11/1, 25, 15, 3, 2, 
2015/11/2, 28, 15, 6, 3, 
2015/11/3, 37, 9, 5, 2, 
2015/11/4, 25, 7, 2, 1, 
2015/11/5, 18, 12, 4, , 
2015/11/6, 30, 7, 3, , 
2015/11/7, 23, 9, 4, , 
2015/11/8, 18, 9, 5, 1, 
2015/11/9, 24, 12, 4, , 
2015/11/10, 25, 10, 4, , 
2015/11/11, 30, 12, 5, , 
2015/11/12, 26, 12, 8, 1, 
2015/11/13, 39, 10, 8, 1, 
2015/11/14, 32, 11, 6, 1, 
2015/11/15, 30, 8, 5, , 
2015/11/16, 25, 14, 3, , 
2015/11/17, 51, 49, 9, 1, 
2015/11/18, 108, 33, 5, 1, 
2015/11/19, 108, 23, 7, , 
2015/11/20, 50, 38, 13, 1, 
2015/11/21, 43, 14, 5, , 
2015/11/22, 28, 18, 2, , 
2015/11/23, 30, 18, 9, 1, 
2015/11/24, 33, 19, 6, 1, 
2015/11/25, 25, 16, 5, , 
2015/11/26, 32, 13, 9, 1, 
2015/11/27, 31, 10, 8, 1, 
2015/11/28, 34, 9, 10, 1, 
2015/11/29, 26, 14, 12, 1, 
2015/11/30, 36, 8, 5, , 
2015/12/1, 17, 9, 12, 1, 
2015/12/2, 31, 7, 7, 1, 
2015/12/3, 22, 9, 7, 1, 
2015/12/4, 35, 11, 1, , 
2015/12/5, 33, 15, 8, 1, 
2015/12/6, 32, 7, 2, , 
2015/12/7, 14, , , , 
2015/12/19, 45, 15, 11, 1, 
2015/12/20, 35, 8, 2, , 
2015/12/21, 24, 16, 10, 1, 
2015/12/22, 36, 15, 11, 1, 
2015/12/23, 30, 9, 4, , 
2015/12/24, 30, 17, 7, , 
2015/12/25, 46, 6, 1, , 
2015/12/26, 25, 11, 1, , 
2015/12/27, 25, 10, 5, , 
2015/12/28, 24, 12, 4, , 
2015/12/29, 29, 13, 4, 1, 
2015/12/30, 37, , , , 
2016/1/1, 51, 13, 9, 1, 
2016/1/2, 36, 16, 10, 1, 
2016/1/3, 30, 10, 4, , 
2015/7/10, 43, 17, 2, 2, 
2015/7/11, 56, 11, 1, 2, 
2015/7/12, 34, 9, 4, 2, 
2015/7/13, 29, 8, 2, 2, 
2015/7/14, 27, 11, 2, 2, 
2015/7/15, 39, 13, 4, 2, 
2015/7/16, 36, 17, 3, 2, 
2015/7/17, 54, 12, 1, 2, 
2015/7/18, 47, 29, 1, 2, 
2015/7/19, 127, 13, 2, 2, 
2015/7/20, 76, 10, 2, 2, 
2015/7/21, 32, 8, 2, 2, 
2015/7/22, 44, 15, 2, 2, 
2015/7/23, 44, 13, 4, 2, 
2015/7/24, 41, 10, 2, 2, 
2015/7/25, 33, 11, 2, 2, 
2015/7/26, 27, 10, 3, 2, 
2015/7/27, 37, 14, 4, 3, 
2015/7/28, 45, 10, 2, 2, 
2015/7/29, 36, 15, 1, 2, 
2015/7/30, 49, 22, 3, 2, 
2015/7/31, 55, 10, 1, 2, 
2015/8/1, 43, 10, 1, 2, 
2015/8/2, 23, 11, 2, 2, 
2015/8/3, 34, 36, 3, 2, 
2015/8/4, 91, 21, 4, 2, 
2015/8/5, 62, 20, 2, 2, 
2015/8/6, 37, 30, 2, 2, 
2015/8/7, 28, 59, 1, 2, 
2015/8/8, 32, 11, 2, 2, 
2015/8/9, 42, 9, 3, 2, 
2015/8/10, 31, 15, 4, 2, 
2015/8/11, 39, 9, 1, 2, 
2015/8/12, 25, 16, 1, 2, 
2015/8/13, 33, 11, 3, 2, 
2015/8/14, 25, 12, 2, 2, 
2015/8/15, 25, 9, 3, 2, 
2015/8/16, 22, 11, 5, 2, 
2015/8/17, 49, 9, 2, 2, 
2015/8/18, 21, 13, 4, 3, 
2015/8/19, 38, 12, 4, 2, 
2015/8/20, 34, 12, 4, 2, 
2015/8/21, 32, 9, 2, 2, 
2015/8/22, 25, 8, 1, 2, 
2015/8/23, 19, 15, 6, 2, 
2015/8/24, 32, 20, 2, 2, 
2015/8/25, 71, 18, 5, 2, 
2015/8/26, 49, 14, 3, 2, 
2015/8/27, 34, 11, 4, 2, 
2015/8/28, 30, 12, 2, 3, 
2015/8/29, 31, 11, 3, 3, 
2015/8/30, 25, 8, 5, 2, 
2015/8/31, 28, 15, 6, 2, 
2015/9/1, 32, 10, 5, 2, 
2015/9/2, 30, 12, 4, 2, 
2015/9/3, 28, 15, 5, 2, 
2015/9/4, 29, 8, 2, 2, 
2015/9/5, 17, 9, 1, 2, 
2015/9/6, 20, 10, 1, 2, 
2015/9/7, 27, 12, 1, 2, 
2015/9/8, 27, 10, 1, 2, 
2015/9/9, 21, 15, 1, 2, 
2015/9/10, 30, 13, 3, 2, 
2015/9/11, 32, 11, 4, 2, 
2015/9/12, 33, 11, 5, 2, 
2015/9/13, 28, 12, 7, 2, 
2015/9/14, 36, 12, 5, 2, 
2015/9/15, 39, 15, 7, 3, 
2015/9/16, 41, 14, 6, 3, 
2015/9/17, 41, 12, 6, 2, 
2015/9/18, 31, 17, , 2, 
2015/9/19, 23, 11, 1, 2, 
2015/9/20, 26, 15, 4, 2, 
2015/9/21, 31, 12, 3, 2, 
2015/9/22, 28, 12, 4, 2, 
2015/9/23, 32, 15, 8, 3, 
2015/9/24, 39, 10, 3, 2, 
2015/9/25, 23, 7, 1, 2, 
2015/9/26, 23, 12, 1, 2, 
2015/9/27, 35, 13, 3, 2, 
2015/9/28, 28, 12, 3, 2, 
2015/9/29, 31, 11, 5, 2, 
2015/9/30, 26, 12, 3, 2, 
2023/1/2, , 6, 37, , 
2023/1/3, , 8, 71, 3, 
2023/1/4, , 11, 77, 19, 
2023/1/5, , 8, 38, 1, 
2023/1/6, , 3, , , 
2022/10/1, , 6, 3, , 
2022/10/2, , 7, 6, , 
2022/10/3, , 9, 6, , 
2022/10/4, , 3, 12, , 
2022/10/5, , 7, 16, , 
2022/10/6, , 6, 13, , 
2022/10/7, , 6, 9, , 
2022/10/8, , 4, 2, , 
2022/10/9, , 2, 5, , 
2022/10/10, , 7, 12, , 
2022/10/11, , 4, 10, , 
2022/10/12, , 7, 8, , 
2022/10/13, , 5, 25, , 
2022/10/14, , 18, 6, , 
2022/10/15, , 5, 9, , 
2022/10/16, , 13, 26, , 
2022/10/17, , 19, 26, , 
2022/10/18, , 17, 14, , 
2022/10/19, , 4, 5, , 
2022/10/20, , 6, 26, , 
2022/10/21, , 33, 18, , 
2022/10/22, , 23, , , 
2022/10/23, , 2, 9, , 
2022/10/24, , 7, 25, , 
2022/10/25, , 17, 13, , 
2022/10/26, , 25, 31, , 
2022/10/27, , 40, 28, , 
2022/10/28, , 14, 9, , 
2022/10/29, , 4, 14, , 
2022/10/30, , 6, 9, 1, 
2022/10/31, , 4, 20, , 
2022/11/1, , 21, 29, , 
2022/11/2, , 47, 25, , 
2022/11/3, , 29, 12, , 
2022/11/4, , 6, 1, , 
2022/11/5, , 9, 6, , 
2022/11/6, , 19, 24, , 
2022/11/7, , 25, 27, , 
2022/11/8, , 31, 21, , 
2022/11/9, , 28, 12, , 
2022/11/10, , 22, 8, , 
2022/11/11, , 8, 6, , 
2022/11/12, , 6, , , 
2022/11/13, , 4, 6, , 
2022/11/14, , 4, 16, , 
2022/11/15, , 6, 2, , 
2022/11/16, , 2, 3, , 
2022/11/17, , 6, 15, , 
2022/11/18, , 8, 1, , 
2022/11/19, , 6, 2, 1, 
2022/11/20, , 6, 3, 2, 
2022/11/21, , 2, 5, , 
2022/11/22, , 15, 1, , 
2022/11/23, , 24, 1, , 
2022/11/24, , 7, 18, , 
2022/11/25, , 36, 19, , 
2022/11/26, , 121, 8, , 
2022/11/27, , 198, 30, , 
2022/11/28, , 7, 4, , 
2022/11/29, , 2, 3, , 
2022/11/30, , 4, 3, , 
2022/12/1, , 12, 19, , 
2022/12/2, , 6, 34, , 
2022/12/3, , 6, 30, , 
2022/12/4, , 5, 35, , 
2022/12/5, , 5, 46, 1, 
2022/12/6, , 8, 32, , 
2022/12/7, , 5, 14, , 
2022/12/8, , 7, 20, , 
2022/12/9, , 17, 38, , 
2022/12/10, , 15, 34, 1, 
2022/12/11, , 10, 46, 1, 
2022/12/12, , 12, 37, , 
2022/12/13, , 11, 39, , 
2022/12/14, , 26, 44, 1, 
2022/12/15, , 21, 15, , 
2022/12/16, , 22, 1, , 
2022/12/17, , 2, 23, , 
2022/12/18, , 7, 10, , 
2022/12/19, , 18, 2, , 
2022/12/20, , 10, 6, , 
2022/12/21, , 5, 19, , 
2022/12/22, , 5, 24, , 
2022/12/23, , 7, 3, , 
2022/12/24, , 3, 1, , 
2022/12/25, , 7, 8, , 
2022/12/26, , 5, 18, , 
2022/12/27, , 11, 27, , 
2022/12/28, , 4, 55, 1, 
2022/12/29, , 7, 81, 1, 
2022/12/30, , 10, 11, , 
2022/12/31, , 9, 9, , 
2023/1/1, , 14, 13, , 
2022/7/1, , 6, 4, 1, 
2022/7/2, , 5, 1, 1, 
2022/7/3, , 5, , 1, 
2022/7/4, , 8, 1, 1, 
2022/7/5, , 6, 4, 1, 
2022/7/6, , 6, 6, 1, 
2022/7/7, , 8, 4, 1, 
2022/7/8, , 7, , 1, 
2022/7/9, , 3, 1, 1, 
2022/7/10, , 3, 1, 1, 
2022/7/11, , 3, 3, 1, 
2022/7/12, , 4, 4, 1, 
2022/7/13, , 4, 4, 1, 
2022/7/14, , 4, 2, 1, 
2022/7/15, , 4, , 1, 
2022/7/16, , 3, 1, 1, 
2022/7/17, , 6, 3, 1, 
2022/7/18, , 5, 5, 1, 
2022/7/19, , 7, 1, 1, 
2022/7/20, , 7, 3, 1, 
2022/7/21, , 4, 5, 1, 
2022/7/22, , 3, 1, 1, 
2022/7/23, , 3, 1, 1, 
2022/7/24, , 4, 6, 1, 
2022/7/25, , 4, 1, 1, 
2022/7/26, , 3, 4, 1, 
2022/7/27, , 3, 7, 1, 
2022/7/28, , 4, 2, 1, 
2022/7/29, , 5, , 1, 
2022/7/30, , 2, , 1, 
2022/7/31, , 5, , 1, 
2022/8/1, , 4, 4, 1, 
2022/8/2, , 4, 2, 1, 
2022/8/3, , 3, 1, 1, 
2022/8/4, , 3, 2, 1, 
2022/8/5, , 4, 3, 2, 
2022/8/6, , 5, 2, 1, 
2022/8/7, , 4, 2, 1, 
2022/8/8, , 5, 5, 1, 
2022/8/9, , 3, 9, 1, 
2022/8/10, , 6, 6, 1, 
2022/8/11, , 7, 6, 1, 
2022/8/12, , 8, 2, 9, 
2022/8/13, , 6, 1, 2, 
2022/8/14, , 7, 2, 1, 
2022/8/15, , 4, 4, 3, 
2022/8/16, , 6, 1, 1, 
2022/8/17, , 4, 5, 1, 
2022/8/18, , 6, 5, 1, 
2022/8/19, , 4, , 1, 
2022/8/20, , 6, 2, 1, 
2022/8/21, , 3, 3, 1, 
2022/8/22, , 4, 8, 1, 
2022/8/23, , 51, 10, 2, 
2022/8/24, , 6, 2, 2, 
2022/8/25, , 4, 6, 1, 
2022/8/26, , 8, 5, 1, 
2022/8/27, , 5, 3, 1, 
2022/8/28, , 4, , 1, 
2022/8/29, , 52, 6, 1, 
2022/8/30, , 8, 4, 1, 
2022/8/31, , 7, 5, 1, 
2022/9/1, , 43, 8, 1, 
2022/9/2, , 8, 7, 2, 
2022/9/3, , 7, 4, 2, 
2022/9/4, , 7, 9, 2, 
2022/9/5, , 9, 14, 2, 
2022/9/6, , 12, 14, 2, 
2022/9/7, , 14, 4, 1, 
2022/9/8, , 9, 9, 1, 
2022/9/9, , 5, 5, 1, 
2022/9/10, , 45, 2, 1, 
2022/9/11, , 4, 11, 2, 
2022/9/12, , 10, 10, 1, 
2022/9/13, , 13, 9, 1, 
2022/9/14, , 5, 14, 2, 
2022/9/15, , 7, 15, 2, 
2022/9/16, , 6, 7, 2, 
2022/9/17, , 5, , 1, 
2022/9/18, , 23, 3, 1, 
2022/9/19, , 1, 6, 1, 
2022/9/20, , 5, 8, 1, 
2022/9/21, , 6, 9, , 
2022/9/22, , 4, 11, , 
2022/9/23, , 11, 2, , 
2022/9/24, , 9, 6, , 
2022/9/25, , 23, 11, , 
2022/9/26, , 17, 12, , 
2022/9/27, , 31, 8, , 
2022/9/28, , 15, 3, , 
2022/9/29, , 2, 9, , 
2022/9/30, , 3, 7, , 
2022/4/8, , 880, 9, 4, 
2022/4/11, , 108, 2, 4, 
2022/4/12, , 10, 2, 3, 
2022/4/13, , 14, 3, 4, 
2022/4/14, , 3, 1, 3, 
2022/4/15, , 9, , 3, 
2022/4/16, , 4, 1, 3, 
2022/4/17, , 10, 2, 3, 
2022/4/18, , 11, 1, 3, 
2022/4/19, , 27, 8, 4, 
2022/4/20, , 8, 4, 4, 
2022/4/21, , 14, 1, 4, 
2022/4/22, , 15, 2, 4, 
2022/4/23, , 18, 1, 4, 
2022/4/24, , 7, , 3, 
2022/4/25, , 19, 8, 4, 
2022/4/26, , 17, 10, 4, 
2022/4/27, , 15, 6, 4, 
2022/4/28, , 17, 7, 4, 
2022/4/29, , 19, 6, 4, 
2022/4/30, , 16, 7, 4, 
2022/5/1, , 14, 2, 4, 
2022/5/2, , 13, 2, 4, 
2022/5/3, , 4, 4, 4, 
2022/5/4, , 9, 5, 4, 
2022/5/5, , 13, 5, 4, 
2022/5/6, , 17, 8, 10, 
2022/5/7, , 14, 1, , 
2022/5/8, , 4, , , 
2022/5/9, , 13, 5, , 
2022/5/10, , 14, 4, , 
2022/5/11, , 8, 7, , 
2022/5/12, , 10, 3, , 
2022/5/13, , 10, 4, , 
2022/5/14, , 9, 1, , 
2022/5/15, , 7, , , 
2022/5/16, , 22, , , 
2022/5/17, , 20, 1, , 
2022/5/18, , 12, 7, , 
2022/5/19, , 7, 1, , 
2022/5/20, , 5, , , 
2022/5/21, , 7, 1, 1, 
2022/5/22, , 6, , , 
2022/5/23, , 9, 4, 1, 
2022/5/24, , 7, 4, , 
2022/5/25, , 5, 4, , 
2022/5/26, , 8, 2, 1, 
2022/5/27, , 8, 3, 1, 
2022/5/28, , 9, , 1, 
2022/5/29, , 6, 2, 1, 
2022/5/30, , 10, 5, 2, 
2022/5/31, , 7, 4, 1, 
2022/6/1, , 8, 6, 1, 
2022/6/2, , 8, 10, 1, 
2022/6/3, , 5, 12, 1, 
2022/6/4, , 6, 1, , 
2022/6/5, , 6, 3, , 
2022/6/6, , 6, 1, 1, 
2022/6/7, , 14, 1, , 
2022/6/8, , 11, 4, 1, 
2022/6/9, , 25, 2, 1, 
2022/6/10, , 48, 4, 1, 
2022/6/11, , 11, , 1, 
2022/6/12, , 5, 2, 1, 
2022/6/13, , 3, 1, 1, 
2022/6/14, , 6, 1, , 
2022/6/15, , 7, 1, , 
2022/6/16, , 9, 1, , 
2022/6/17, , 7, 1, , 
2022/6/18, , 9, , 1, 
2022/6/19, , 11, 1, 1, 
2022/6/20, , 7, 6, 1, 
2022/6/21, , 8, 3, 1, 
2022/6/22, , 11, 8, 1, 
2022/6/23, , 7, 4, , 
2022/6/24, , 6, 3, 1, 
2022/6/25, , 6, , 1, 
2022/6/26, , 4, 1, 1, 
2022/6/27, , 151, 5, 1, 
2022/6/28, , 7, 2, 1, 
2022/6/29, , 8, 4, 1, 
2022/6/30, , 7, 3, 1, 
2022/2/1, , 260, 26, 4, 
2022/2/2, , 708, 33, 4, 
2021/12/21, , 6, 6, 2, 
2020/11/20, , 8, 19, 3, 
2020/11/21, , 6, 22, 3, 
2020/11/22, , 7, 27, 3, 
2020/12/13, , 16, 10, 3, 
2020/12/14, , 15, 10, 3, 
2020/12/15, , 24, 13, 3, 
2020/8/2, , 7, 3, 2, 
2020/3/31, , 17, 2, , 
2020/4/4, , 4, 1, 1, 
2020/4/5, , 10, 2, 1, 
2020/4/6, , 10, 6, 1, 
2020/4/7, , 28, 9, 2, 
2020/4/8, , 14, 4, 2, 
2020/4/9, , 4, 1, 2, 
2020/4/10, , 14, 3, 2, 
2020/4/11, , 5, 1, 2, 
2020/4/12, , 9, 2, 2, 
2020/4/13, , 33, 5, 1, 
2020/4/14, , 24, 5, 2, 
2020/4/15, , 30, 8, 2, 
2020/4/18, , 2, 2, 2, 
2020/4/19, , 7, 2, 2, 
2020/4/20, , 8, 3, 1, 
2020/4/21, , 12, 7, 1, 
2020/4/22, , 8, 3, 2, 
2019/12/31, , 56, 4, 2, 
2020/2/15, , 8, 4, , 
2020/3/2, , 10, 28, , 
2020/3/3, , 2, 8, , 
2020/3/4, , 7, 18, , 
2020/3/21, , 6, 1, , 
2020/3/22, , 11, 3, , 
2020/3/25, , 10, 7, , 
2020/3/28, , 11, 2, 1, 
2020/3/29, , 23, 5, 1, 
2020/3/30, , 281, 3, 1, 
2019/12/21, , 14, 28, 3, 
2019/12/22, , 17, 50, 3, 
2019/12/23, , 14, 35, 3, 
2019/12/24, , 9, 16, 2, 
2019/9/21, , 8, , , 
2019/9/22, , 7, , , 
2019/5/3, , 18, 1, , 
2019/6/18, , 10, 3, 1, 
2019/3/10, , 6, , 1, 
2018/11/12, , 25, , 1, 
2018/11/13, , 31, , , 
2018/11/14, , 51, , 1, 
2018/11/15, , 7, , , 
2018/11/16, , 13, , , 
2018/11/17, , 19, , , 
2018/11/18, , 23, , , 
2018/11/19, , 24, , , 
2018/11/20, , 22, , 1, 
2018/11/21, , 48, , 1, 
2018/11/22, , 26, , 1, 
2018/11/23, , 17, , 2, 
2018/11/24, , 8, , 1, 
2018/11/25, , 9, , , 
2018/11/26, , 11, , , 
2018/11/27, , 47, , , 
2018/11/28, , 38, , , 
2018/11/29, , 18, , , 
2018/12/2, , 48, , , 
2018/12/3, , 15, , 1, 
2018/12/4, , 6, , , 
2018/12/5, , 17, , , 
2018/12/6, , 12, , , 
2018/8/19, , 8, 2, 2, 
2018/8/20, , 13, 2, 2, 
2018/4/1, , 21, 1, 1, 
2018/4/2, , 7, 2, 1, 
2018/4/3, , 21, 6, 1, 
2018/4/4, , 45, 13, 2, 
2018/4/5, , 41, 11, 1, 
2018/4/6, , 37, 11, 2, 
2018/4/7, , 28, 13, 2, 
2018/4/8, , 28, 3, 1, 
2018/4/9, , 43, 7, 1, 
2018/4/10, , 39, 4, 1, 
2018/4/11, , 11, 5, 1, 
2018/4/12, , 11, 14, 2, 
2018/4/13, , 34, 7, 2, 
2018/4/14, , 6, 4, 1, 
2018/4/15, , 12, 1, 2, 
2018/4/16, , 62, 2, 2, 
2018/4/17, , 60, 3, 2, 
2018/4/18, , 14, 5, 2, 
2018/4/19, , 19, 3, 2, 
2018/4/20, , 26, 13, 2, 
2018/4/21, , 10, 3, 2, 
2018/4/22, , 16, 6, 2, 
2018/4/23, , 24, 10, 2, 
2018/4/24, , 7, 4, 2, 
2018/4/25, , 9, 11, 2, 
2018/4/26, , 8, 11, 2, 
2018/4/27, , 17, 13, 2, 
2018/4/28, , 16, 4, 2, 
2018/4/29, , 10, 5, 1, 
2018/4/30, , 24, 18, 2, 
2018/5/1, , 18, 6, 2, 
2018/5/2, , 18, 14, 2, 
2018/5/3, , 16, 11, 2, 
2018/5/4, , 22, 10, 2, 
2018/5/5, , 20, 7, 2, 
2018/5/6, , 19, 4, 2, 
2018/5/7, , 11, 7, 2, 
2018/5/8, , 7, 8, 2, 
2018/5/9, , 8, 4, 2, 
2018/5/10, , 7, 8, 3, 
2018/5/11, , 11, 7, 2, 
2018/1/1, , 229, 8, 1, 
2018/1/2, , 10, 25, 2, 
2018/1/3, , 34, 10, 1, 
2018/1/4, , 33, 28, 2, 
2018/1/5, , 52, 27, 2, 
2018/1/6, , 25, 3, 1, 
2018/1/7, , 10, 18, 1, 
2018/1/8, , 13, 5, 1, 
2018/1/9, , 19, 22, 1, 
2018/1/10, , 14, 10, 1, 
2018/1/11, , 13, 13, 1, 
2018/1/12, , 23, 5, 1, 
2018/1/13, , 10, 3, 1, 
2018/1/14, , 11, 25, 2, 
2018/1/15, , 16, 9, 1, 
2018/1/16, , 12, 47, 3, 
2018/1/17, , 21, 31, 2, 
2018/1/18, , 10, 61, 3, 
2018/1/19, , 14, 45, 2, 
2018/1/20, , 12, 3, 1, 
2018/1/21, , 16, 3, 1, 
2018/1/22, , 11, 9, 1, 
2018/1/23, , 6, 10, 1, 
2018/1/24, , 11, 32, 2, 
2018/1/25, , 17, 10, 1, 
2018/1/26, , 8, 23, 1, 
2018/1/27, , 12, 21, 1, 
2018/1/28, , 13, 21, 2, 
2018/1/29, , 15, 13, 1, 
2018/1/30, , 7, 37, 2, 
2018/1/31, , 12, 13, 1, 
2018/2/1, , 7, 11, 1, 
2018/2/2, , 12, 13, 2, 
2018/2/3, , 24, 4, 1, 
2018/2/4, , 10, 12, 2, 
2018/2/5, , 17, 14, 1, 
2018/2/6, , 17, 11, 2, 
2018/2/7, , 18, 16, 2, 
2018/2/8, , 14, 14, 2, 
2018/2/9, , 15, 5, 1, 
2018/2/10, , 15, 1, 1, 
2018/2/11, , 15, 21, 2, 
2018/2/12, , 12, 20, 1, 
2018/2/13, , 11, 6, 1, 
2018/2/14, , 9, 41, 3, 
2018/2/15, , 17, 15, 2, 
2018/2/16, , 15, 16, 1, 
2018/2/17, , 9, 1, 1, 
2018/2/18, , 6, 4, 1, 
2018/2/19, , 16, 19, 2, 
2018/2/20, , 23, 8, 1, 
2018/2/21, , 36, 7, 1, 
2018/2/22, , 38, 3, 1, 
2018/2/23, , 10, 2, 1, 
2018/2/24, , 17, 2, 1, 
2018/2/25, , 21, 4, 1, 
2018/2/26, , 21, 7, 1, 
2018/2/27, , 27, 31, 2, 
2018/2/28, , 62, 13, 1, 
2018/3/1, , 36, 16, 1, 
2018/3/2, , 60, 11, 1, 
2018/3/3, , 40, 5, 1, 
2018/3/4, , 37, 12, 1, 
2018/3/5, , 47, 6, 1, 
2018/3/6, , 28, 19, 2, 
2018/3/7, , 36, 31, 2, 
2018/3/8, , 62, 10, 1, 
2018/3/9, , 29, 2, 1, 
2018/3/10, , 31, 12, 1, 
2018/3/11, , 38, 21, 2, 
2018/3/12, , 39, 13, 1, 
2018/3/13, , 33, 3, 1, 
2018/3/14, , 13, 6, 1, 
2018/3/15, , 10, 7, 1, 
2018/3/16, , 14, 5, 1, 
2018/3/17, , 13, 4, 1, 
2018/3/18, , 25, 18, 1, 
2018/3/19, , 34, 13, 1, 
2018/3/20, , 19, 10, 1, 
2018/3/21, , 20, 14, 2, 
2018/3/22, , 10, 18, 2, 
2018/3/23, , 21, 16, 2, 
2018/3/24, , 33, 5, 1, 
2018/3/25, , 20, 3, 1, 
2018/3/26, , 44, 4, 1, 
2018/3/27, , 11, 7, 1, 
2018/3/28, , 44, 16, 2, 
2018/3/29, , 46, 11, 2, 
2018/3/30, , 39, 11, 2, 
2018/3/31, , 35, 1, 1, 
2016/10/12, , 10, 10, , 
2016/11/17, , 9, 7, , 
2016/11/18, , 7, 5, , 
2016/11/19, , 13, 11, , 
2016/11/20, , 16, 30, 1, 
2016/11/21, , 6, 13, , 
2016/11/22, , 7, 21, , 
2016/11/23, , 8, 11, , 
2016/11/24, , 37, 13, , 
2016/11/25, , 26, 7, , 
2016/11/26, , 20, 6, , 
2016/11/27, , 16, 15, , 
2016/11/28, , 16, 20, , 
2016/11/29, , 10, 23, , 
2016/11/30, , 19, 11, , 
2016/12/1, , 22, 8, , 
2016/12/2, , 7, 3, , 
2016/12/3, , 18, 4, , 
2016/12/4, , 22, 9, , 
2016/12/5, , 10, 3, , 
2016/12/6, , 7, 14, , 
2016/12/7, , 5, 7, , 
2016/12/8, , 21, 7, , 
2016/12/9, , 128, 23, 1, 
2016/12/10, , 12, 14, , 
2016/12/11, , 15, 21, 1, 
2016/12/12, , 19, 4, , 
2016/12/13, , 20, 11, , 
2016/12/14, , 13, 5, , 
2016/12/15, , 17, 15, , 
2016/12/16, , 8, 5, , 
2016/12/17, , 22, 7, , 
2016/12/18, , 18, 9, 1, 
2016/12/19, , 17, 8, , 
2016/12/20, , 13, 29, , 
2016/12/21, , 12, 19, , 
2016/12/22, , 10, 11, , 
2016/12/23, , 13, 15, , 
2016/12/24, , 7, 3, , 
2016/12/25, , 17, 6, , 
2016/12/26, , 26, 3, , 
2016/12/27, , 33, 6, 1, 
2016/12/28, , 15, 4, , 
2016/12/29, , 15, 17, 1, 
2016/12/30, , 30, 17, , 
2016/7/8, , 14, 1, 1, 
2016/8/29, , 10, 10, , 
2015/12/16, , 9, 3, , 
2015/12/17, , 9, 5, , 
2015/12/18, , 23, 10, 1, 
2015/12/31, , 23, 2, 1, 
2015/7/9, , 13, 3, 2, 
2022/4/1, , , 3, 4, 
2022/4/2, , , 3, 3, 
2022/4/3, , , 3, 3, 
2022/4/4, , , 7, 4, 
2022/4/5, , , 4, 3, 
2022/4/6, , , 7, 3, 
2022/4/7, , , 7, 4, 
2022/4/9, , , , 4, 
2022/4/10, , , , 3, 
2022/2/3, , , 13, 3, 
2022/2/4, , , 4, 3, 
2022/2/5, , , 8, 3, 
2022/2/6, , , 3, 3, 
2022/2/7, , , 12, 3, 
2022/2/8, , , 12, 3, 
2022/2/9, , , 24, 3, 
2022/2/10, , , 10, 3, 
2022/2/11, , , 17, 3, 
2022/2/12, , , 5, 3, 
2022/2/13, , , 2, 3, 
2022/2/14, , , 11, 3, 
2022/2/15, , , 12, 3, 
2022/2/16, , , 18, 3, 
2022/2/17, , , 13, 3, 
2022/2/18, , , 3, 3, 
2022/2/19, , , 4, 3, 
2022/2/20, , , 9, 3, 
2022/2/21, , , 11, 3, 
2022/2/22, , , 7, 3, 
2022/2/23, , , 15, 3, 
2022/2/24, , , 2, 3, 
2022/2/25, , , 8, 3, 
2022/2/26, , , 2, 3, 
2022/2/27, , , 18, 3, 
2022/2/28, , , 15, 3, 
2022/3/1, , , 4, 3, 
2022/3/2, , , 16, 3, 
2022/3/3, , , 24, 4, 
2022/3/4, , , 7, 3, 
2022/3/5, , , 6, 3, 
2022/3/6, , , 23, 3, 
2022/3/7, , , 5, 3, 
2022/3/8, , , 23, 3, 
2022/3/9, , , 6, 3, 
2022/3/10, , , 4, 3, 
2022/3/11, , , 4, 3, 
2022/3/12, , , 4, 3, 
2022/3/13, , , 2, 3, 
2022/3/14, , , 11, 3, 
2022/3/15, , , 13, 4, 
2022/3/16, , , 7, 3, 
2022/3/17, , , 17, 4, 
2022/3/18, , , 14, 4, 
2022/3/19, , , 9, 4, 
2022/3/20, , , 5, 5, 
2022/3/21, , , 23, 4, 
2022/3/22, , , 5, 3, 
2022/3/23, , , 18, 3, 
2022/3/24, , , 2, 3, 
2022/3/25, , , 5, 3, 
2022/3/26, , , 2, 3, 
